city,name,location,airconditioning,freeparking,hairdryer,heating,hostedbyabusiness,kitchen,pool,washer,wifi,roomtype,detailed_location,guests,bedrooms,beds,bathrooms,discountedprice,score,price,reviewnumber,link,air_conditioning,baby_bath,baby_monitor,babysitter_recommendations,baking_sheet,barbecue_utensils,bathtub,beach_essentials,beachfront,bed_linens,bread_maker,breakfast,building_staff,cable_,carbon_monoxide_alarm,changing_table,children,cleaning_before_checkout,coffee_maker,cooking_basics,crib,darkening_shades,dishes_and_silverware,dishwasher,dryer,elevator,essentials,ethernet_connection,extra_pillows_and_blankets,fire_extinguisher,fireplace_guards,first_aid_kit,free_parking_on_premises,free_street_parking,friendly_workspace,game_console,garden_or_backyard,gym,hair_dryer,hangers,heating.1,high_chair,host_greets_you,hot_tub,hot_water,in,indoor_fireplace,iron,keypad,kitchen.1,lake_access,laptop,lock_on_bedroom_door,lockbox,long_term_stays_allowed,luggage_dropoff_allowed,microwave,n_,outlet_covers,oven,pack_,paid_parking_off_premises,paid_parking_on_premises,patio_or_balcony,piano,pocket_wifi,pool.1,private_entrance,private_living_room,refrigerator,room,s_books_and_toys,s_dinnerware,shampoo,shower_gel,single_level_home,ski,smart_lock,smoke_alarm,stair_gates,stove,table_corner_guards,unavailable,washer.1,waterfront,wifi.1,window_guards,reviews,response_time,response_rate,languages
Krakau,Długa Apartments / Apt.4 ,Kraków,0,0,0,0,0,1,0,0,1,Entire apartment,Kraków,7.0,3,4.0,1,32.0,4.76,35,33.0,http://airbnb.com/rooms/19615378?location=Krakau%2C%20Polen&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=95638a3e-ad23-46b8-8f20-e8f603f07ea1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,"['LoganJuly 2019Maciej was an amazing host. Self check in was very easy and when check out plans changed was very flexible. Location is amazing and the room was so roomy and nice. 10/10 would recommend to anyone**', '**ArianaSeptember 2019Great place near to the old town highly recommended**', ""**AssafSeptember 2019Great flat !\n\nwe (3 adults) stayed a week in the apartement, Maciej and his family were always friendly and have responded almost immidietly to each of our questions, so 5 stars only for that!\n\nThe flat is 10 minutes walk to the center, 2 rooms are facing the street (which can be occasionally a bit loud, but nothing serious) and 1 street to the yard.\n\nthe shower and toilet are really fine, the washer looked brand new.\n\nThe kitchen was only partly equipt, we needed to ask for some stuff and buy other stuff, nothing big but we did need to take care of it as it goes, so there would be a point for imporvement. the kitchen is also not so big, was enough for a small breakfast and place for only 3, one more person would not fit in it anymore, so don't plan on cooking any huge meals.\n\nall in all, we were very happy with our decision and wish Maciej and the family all the best !Great flat !\n\nwe (3 adults) stayed a week in the apartement, Maciej and his family were always friendly and have responded almost immidietly to each of our questions, so 5 stars on… read more**"", '**PeterAugust 2019Nice clean apartment in a good location. Only issue was someone unlocking our door at 11pm, thankfully I had left the key on the inside of the door so they couldn’t unlock the final lock, from what I heard through the door the guests in the apartment opposite had a set of keys for our flat.Nice clean apartment in a good location. Only issue was someone unlocking our door at 11pm, thankfully I had left the key on the inside of the door so they couldn’t unlock the fina… read more**', '**ErolAugust 2019Nice location, swift communication. Stylish building.**', '**DeirdreJuly 2019Great location. Hosts responded quickly to any questions we had**', '**']",within an hour,100,['Unknown']
Cape Town,Far Horizons : Pool Room ,Cape Town,0,1,0,0,0,1,1,0,1,Private room,Cape Town,2.0,1,0.0,1,37.0,4.6,46,104.0,http://airbnb.com/rooms/4405396?location=Cape%20Town%2C%20West-Kaap%2C%20Zuid-Afrika&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=798cd1b2-1c41-46d0-bf0a-229152a54d7b,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,1,0,"['RuthMarch 2019Beautiful place and location!**', ""**ChristianMarch 2019Tracey's place is located in a safe neighborhood in beautiful Camps Bay. She has two ladies who take care of the house and they are very nice and helpful. When you check in, you are greeted with some yogurt and a bowl of fruit. Great touches that any guest would appreciate. I totally recommend.**"", '**JohnNovember 2018Amazing time, amazing place!**', '**KatieDecember 2017staying with Tracey is like staying in the million dollar beach home you never had**', '**DonaldDecember 2017There are many sides to Capetown, and Camps Bay is one hell of a beautiful side. I originally booked the Pool room, but Tracey kindly bumped us up to a glorious room on the second story overlooking the ocean. The view is fairly shatteringly beautiful, if you are into ocean views. The fact that she then proceeded to provided coffee and rusks from said view only further cemented the awesome :D**', '**CedricNovember 2017Great place to be**', '**']",within an hour,100,['Unknown']
Rio de Janeiro,Mansão em Condomínio em frente à Praia ( Maramar ) ,Rio de Janeiro,1,0,0,0,0,1,1,0,1,Entire house,Rio de Janeiro,14.0,6,6.0,6.5,174.0,4.78,189,36.0,http://airbnb.com/rooms/25503379?location=Rio%20de%20Janeiro%2C%20Brazili%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=367570a0-d493-4886-9cfa-690aba786b97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['GeeNovember 2019This house was way better than expected that was written in the description. You must see in person!! Checkin process was smooth and easy. Very friendly host that responds to all messages promptly. House including linens and cookware was sparkling clean. Very close to shopping and beach! Family friendly and extremely quiet neighborhood. Last but not least extremely safe with tons of friendly guards patrolling area 24/7. I could go on and on about this property with an essay, ill just say go see for yourself! No regrets! We can not wait to return!This house was way better than expected that was written in the description. You must see in person!! Checkin process was smooth and easy. Very friendly host that responds to all m… read more**', '**ErrolAugust 2018Great Stay within a Gated Community and walking distance to a great Beach. **', '**JazmineJuly 2018Great location especially for safety and large groups. We loved having breakfast on the balcony and grilling at night. **', '**AmarilioJune 2019The place was amazing.  Beautiful beaches just walking distance.**', '**RodrigoJune 2020Casa nota 10, com excelente infraestrutura, super limpa e bem localizada, e anfitrião super atencioso! Excelente opção para espairecer no período de isolamento por conta do COVID! Recomendo a todos!**', '**GuilhermeMarch 2020André é um super host. Comunicação excelente, casa maravilhosa. Condomínio muito seguro e aconchegante.**', '**']",within an hour,100,"['Português', ' Español']"
Rio de Janeiro,Casa na Zona Rural de Secretário/RJ ,Petrópolis,0,0,0,0,0,1,0,0,1,Entire house,Petrópolis,6.0,2,3.0,1,52.0,5.0,64,9.0,http://airbnb.com/rooms/12988056?location=Rio%20de%20Janeiro%2C%20Brazili%C3%AB&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=2af4422b-ff1e-485d-94cf-46b847287253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['YaraJune 2020Só não digo que foi exatamente como no anúncio pois superou as expectativas. A casa é uma delícia e tem tudo que é necessário para um final de semana tranquilo. A cozinha é muito bem equipada e a casa muito limpa. Álvaro foi muito atencioso o tempo todo. Nosso cachorrinho amou poder se sentir livre no espaço que é todo cercado e torna', 'se muito seguro para viagem com o pet. Fomos surpreendidos com o espaço com a churrasqueira e fogão a lenha. Eu adorei e super recomendo. Voltaremos com certeza!!!Só não digo que foi exatamente como no anúncio pois superou as expectativas. A casa é uma delícia e tem tudo que é necessário para um final de semana tranquilo. A cozinha é muito b… read more**', '**MarianaJune 2020A casa e o local são melhores que nas fotos. A casa toda pensada e funcional . Ainda nos surpreendemos com churrasqueira e visual verde lindo ! Casa feita com amor dos seus donos !**', '**AmandaJanuary 2020Casa muito arrumada, limpeza impecável, além de linda! Muito completa! Superou nossas expectativas! O caseiro Luciano foi super gentil e solícito, o dono nós mandou as coordenadas para chegar e achamos com muita facilidade! Um ótimo lugar pra descansar e se conectar com a natureza!**', '**AdrianoSeptember 2017A casa é maravilhosa, bom gosto na construção e decoração, cozinha super equipada com todo o necessário para quem gosta de relaxar cozinhando com a família. O Álvaro foi muito gentil e atencioso desde o início, passou com precisão todas as dicas e coordenadas para chegarmos e aproveitarmos a tranquilidade do seu sítio. O caseiro também nos recebeu muito bem, deixando', 'nos a par de tudo o que precisávamos saber. Passamos um feriado maravilhoso, com sossego e natureza, voltaremos com certeza! Mais que recomendado!!!!**', '**ThaisJuly 2017O espaço é lindo. Muito aconchegante. Casa bem equipada com roupas de banho e cama de qualidade. Na cozinha só faltou um microondas, mas tinha muitos equipamentos em ótimo estado. Banho forte e quente. Decoração de muito bom gosto. Jardim lindo e muito bem cuidado. Tudo funcionando e em bom estado. O caseiro Luciano foi super prestativo e atencioso. Um porém: a casa não fica em Secretário, mas sim na área rural de Membeca, a 14km de estrada de terra após a vila de Secretário e não pega celular. Mas o isolamento teve seu valor. Nossa cachorra adorou correr livre no pomar, que é todo protegido por cerca trançada, seguro para os bichinhos.**', '**FlaviaJune 2017Mais uma vez nos hospedamos na casa do Álvaro. Lugar tranquilo, escondido de tudo e de todos, onde repomos nossas energias, nossos cachorros correm felizes e brincam o dia todo. Estadia perfeita num lugar perfeito...**', '**']",within an hour,100,['Unknown']
San Francisco,Comfy Studio near MUNI subway ,San Francisco,0,0,0,0,0,1,0,0,1,Entire guest suite,Forest Hill,3.0,Studio,1.0,1,109.0,4.83,109,104.0,http://airbnb.com/rooms/20424542?location=San%20Francisco%2C%20Californi%C3%AB%2C%20Verenigde%20Staten&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=58943fef-0465-4af5-b1fd-dd877d8a00aa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Santiago,Encantador Apto. Entero Centro ,Santiago,0,0,0,1,0,1,0,0,1,Entire loft,Santiago,2.0,1,1.0,1,30.0,4.81,32,96.0,http://airbnb.com/rooms/11583325?location=Santiago%2C%20Chili&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=7e5c1248-ba1b-4cff-a541-26bc7303bafd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Bangkok,At smile house ,Bangkok,1,0,0,0,0,0,0,0,1,Hotel room,Banglampoo,2.0,1,1.0,1,15.0,4.41,24,70.0,http://airbnb.com/rooms/12570916?location=Bangkok%20Thailand&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=58a5ae70-7813-4694-9a97-dd986666211d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
San Jose (Costa Rica),Casita Tio Juan Airport Int. a 15 minutos ,Alajuela,0,1,0,0,0,1,0,0,1,Entire house,Alajuela,4.0,1,2.0,1,33.0,4.94,33,51.0,http://airbnb.com/rooms/38824927?location=San%20Jose%2C%20Costa%20Rica&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=be8a7aff-0eea-4b66-a93e-f27e7b2fa7f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[''],Unknown,Unknown,['Unknown']
Cape Town,Camps Bay Apartment  Panoramic Views ,Cape Town,0,0,0,0,0,1,1,0,1,Entire apartment,Cape Town,2.0,1,1.0,1,54.0,4.86,54,144.0,http://airbnb.com/rooms/19088665?location=Cape%20Town%2C%20West-Kaap%2C%20Zuid-Afrika&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=259a6f9b-8967-4757-b55d-dd1df26fe9f7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,"['HeatherJanuary 2020Lovely location! Had a wonderful time and would definitely stay again!**', '**PaigeSeptember 2019Maryke’s place was exactly as described, and the views were better. The only downside was that it’s not really in east walking distance to anything, but the awesome sea views make up for that. Maryke was helpful and responsive.**', '**SusanJune 2019Great location and a beautiful place.  The on', ""site manager was great.  However, the WiFi does not work in the apartment.  I left after one night to find someplace with WiFi.  This is a great apartment, but if you need WiFi, don't go here.**"", '**MichalNovember 2018Stunning view, stunning space and an overall wonderful experience! Would definitely suggest this for anyone visiting the Cape!**', '**JenniSeptember 2018A beautiful apartment in a gorgeous location!!!  Ocean view is stunning and you can watch the sunset every night.  Close to the gondola ride, beach and some amazing restaurants.  Our host was quick to respond to any questions we had. I highly recommend this location for visiting capetown!A beautiful apartment in a gorgeous location!!!  Ocean view is stunning and you can watch the sunset every night.  Close to the gondola ride, beach and some amazing restaurants.  O… read more**', '**RyutaJuly 2018The location is amazing and very peaceful ', ' a total opposite from staying in downtown Cape Town. Gorgeous private apartment but only a 10', '15 minute ride away from restaurants, bars, and hiking! **', '**']",within a few hours,100,['Unknown']
Beijing,【源星宿林霏】国贸CBD的静谧森林影院：百子湾/传媒大学/欢乐谷/北工大/ ,Beijing,1,0,0,0,0,1,0,0,0,Entire loft,Chaoyang,2.0,1,1.0,1,46.0,5.0,54,8.0,http://airbnb.com/rooms/41349947?location=Beijing&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=01a2b22d-def8-46fd-a555-f0efe891f0b5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,"['洋January 2020整体都不错  房主特别认真负责**', '**慧January 2020第一次住民宿没想到体验感一级棒!\n交通方便 离地铁站很近\n房间布置雅致温馨\n设施齐全 洗浴用品高大上 连卸妆水都有 浴室里还有一个化妆镜 房东想的很周到\n花茶､咖啡品种多样 茶具漂亮 看得出房东品味不错\n全程服务很贴心 \n很赞!**', '**克楠January 2020房间比较干净,设施齐全智能,很好的入住体验~**', '**子昂January 2020地理位置很方便 房东人也很热心 住的很是开心**', '**瑾January 2020用具特别齐全 很干净 风格也很好**', '**淇凌要化了January 2020跟描述的一样 特别温馨 以后有机会还会订的**', '**']",within an hour,100,['中文 (简体)']
Santiago,La Boheme Lastarria Mirador ,Santiago,0,0,0,1,0,1,0,0,1,Entire apartment,Santiago,3.0,1,2.0,1,52.0,4.93,52,44.0,http://airbnb.com/rooms/32612237?location=Santiago%2C%20Chili&adults=1&check_in=2020-08-01&check_out=2020-08-08&previous_page_section_name=1000&federated_search_id=05fab0c6-cc01-46f1-8c1b-7c3259fab20c,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,"['LucyFebruary 2020Susana and the apartment at Lastarria were all great! We arrived on a Friday night, we were concerned about the protests because they actually happen close by, but we had no issues! The location is great near restaurants and cafes. And walking distance to everything including the metro(which was so convenient). Susanna had some little treats for us for when we arrived which was a great touch! She responded really fast to our questions. Would definitely recommend!**', '**SandraJuly 2019Susana is a great host.  The apartment is beautiful and clean and in a great location!  Susana left snacks and drinks and even two metro cards for us to use, such a thoughtful and sweet thing to do! She also had many recommendations on what to see and do and places to eat.  We would definitely stay here again if we return to Santiago!**', '**RiceApril 2019Susana is the definition of a Superhost! Her apartment is absolutely wonderful and is located in the most awesome area of central Santiago. She left us all sorts of goodies to enjoy. AND she helped me find my immigration papers that I accidentally left behind. I would absolutely stay here again. Gracias, Susana!!**', '**AmandaMarch 2020Located in a lively neighborhood,  lots of restaurants and shops close by, near public transit.  The host provided lots of little amenities like snacks, drinks and transit cards, which we really appreciated.   The staff downstairs were very helpful too, in spite of our lack of Spanish!**', '**EoinFebruary 2020Stunning apartment in a beautiful part of Santiago. The gifts Susanna left for us were much appreciated. Highly recommended**', '**RafaelJanuary 2020A well', 'equipped and perfectly located apartment near bars, restaurants, bakeries and subway stations, right in the heart of Lastarria neighborhood. Susana was very helpful and thoughtful! She even left a few gifts waiting for us at the apartment, which was a very nice touch. 5 stars out of 5.**', '**']",within a day,100,['Español']
